article_id,bias_label,n_comments,mean_polarity,std_polarity,pct_positive,pct_negative,mean_anger,mean_joy,mean_fear
1157533882_pero-para-sirven-matematicas,1,1,-0.025137901306152344,,0.0,0.0,0.04482033848762512,0.0010339603759348392,0.0018327890429645777
1157825449_campana-humoristica-contra-retraso-ps3-europa,1,1,-0.892046227119863,,0.0,1.0,0.00385438185185194,0.006596689578145742,0.028315307572484016
1158110464_unas-grabaciones-desvelan-mundo-pago-suarez-trashorras-para-mintiera-sobre-11-m,1,3,-0.6423467279722294,0.47215570315286753,0.0,1.0,0.46223382155100506,0.0028116452934530876,0.013209988770540804
1158168383_denunciado-maltratar-perro-aclamado-vecinos-juicio,1,2,-0.3916220699902624,0.7798173543332235,0.0,0.5,0.24912313529057428,0.007392929634079337,0.007354692235821858
1158305851_historia-tanque-2-guerra-mundial-descanso-56-anos-bajo-lago-estonia,1,1,-0.24905870109796524,,0.0,0.0,0.0029497311916202307,0.0007932884036563337,0.0011460710084065795
1158363791_narcos-mexicanos-escolar.net,0,1,-0.8295586341992021,,0.0,1.0,0.8525349497795105,0.0017513894708827138,0.0010555856861174107
1158389181_blog-enorme-exito-adolescente-resulta-ser-farsa,1,1,-0.8410694105550647,,0.0,1.0,0.048653699457645416,0.0046534170396625996,0.04863579198718071
1158763672_nieves-alvarez-delgadez-no-enfermedad,1,1,-0.0793839693069458,,0.0,0.0,0.005736174527555704,0.30040013790130615,0.002320220461115241
1159017533_mama-quiero-ser-hacker,1,1,0.03996273875236511,,0.0,0.0,0.00043614968308247626,0.0009186408715322614,0.0004605292633641511
1159143495_prueba-de-daltonismo,0,1,0.1332760825753212,,0.0,0.0,0.0006221563089638948,0.0029815565794706345,0.0013932889560237527
1159274546_trayecto-tren-mas-rapido-mundo,0,1,-0.069989413022995,,0.0,0.0,0.0009957457659766078,0.00900905579328537,0.00064739870140329
1159698742_mileurista-busca-piso-no-encuentra,1,1,-0.2629672512412071,,0.0,0.0,0.2405247688293457,0.004480620380491018,0.006301283836364746
1159715660_ministra-no-entera-carmen-calvo-pedira-bill-gates-dominio-n-red,0,2,-0.9608445534249768,0.0023132414696854357,0.0,1.0,0.26763244718313217,0.002758971939329058,0.017244771705009043
1159819148_familia-espanola-esta-endeudada-115-renta-mas-ganamos,1,1,-0.7413099920377135,,0.0,1.0,0.01266278512775898,0.001447274349629879,0.001481321407482028
1160330631_estudiantes-britanicas-prostituyen-para-pagarse-estudios,1,1,-0.7098654080182314,,0.0,1.0,0.8152426481246948,0.00033343705581501126,0.00936648715287447
1160507641_intentos-agresion-acebes-pique-martorell-insultos-psoe-mitin-zapatero-sabadell,0,1,-0.9604052470531315,,0.0,1.0,0.4706571400165558,0.007151344325393438,0.0022811556700617075
1160566446_amd-desvela-quad-core-barcelona,1,1,-0.9581422142218798,,0.0,1.0,0.5428217649459839,0.001617833157069981,0.001935705542564392
1160679129_si-humanos-desaparecieramos-hoy-pasaria-foto,1,1,0.7123594433069229,,1.0,0.0,0.0018697072518989444,0.0006555157597176731,0.0008353658486157656
1160750813_dejenla-ya-no-sean-bestias,1,1,-0.7662726147100329,,0.0,1.0,0.8980624079704285,0.0005738241015933454,0.0016035508597269654
1160904450_aleman-ofrece-fecundar-2.000-paraguayas-para-generar-ciudadanos-germanos-facilitar-emigrac,1,1,0.14760318398475647,,0.0,0.0,0.013288049027323723,0.05755552649497986,0.00040972893475554883
1160914637_chip-tunes,1,1,0.8528138846158981,,1.0,0.0,0.001826325780712068,0.5857165455818176,0.004259317182004452
1161077187_prisacom-impone-copyright-sobre-obras-copyleft,0,1,0.05167028307914734,,0.0,0.0,0.023778274655342102,0.0019198688678443432,0.0006486806669272482
1161079267_fotografia-humor-en-nature,1,1,-0.6512090060859919,,0.0,1.0,0.6331561803817749,0.026941105723381042,0.009557309560477734
1161080493_cosas-divertidas-hacer-maquina-tiempo,0,2,-0.503652225015685,0.4906436159663955,0.0,0.5,0.1669428050518036,0.009804450906813145,0.0020447836723178625
1161099193_planeta-lejano-mitad-fuego-mitad-hielo,1,1,0.1781289018690586,,0.0,0.0,0.0002448552113492042,0.01234884187579155,0.0005746333044953644
1161099996_piden-retirada-crucifijos-colegios-publicos,1,1,-0.8284260705113411,,0.0,1.0,0.07004774361848831,0.003916156943887472,0.008437198586761951
1161335041_400-dolares-add-on-nuevo-internet-explorer,0,1,-0.9637360142078251,,0.0,1.0,0.9499008059501648,0.00025972170988097787,0.000730401196051389
1161603444_mozilla-habilita-ftp-para-descarga-firefox-2-dia-antes-lanzamineto-oficial,0,1,-0.215630941092968,,0.0,0.0,0.021475592628121376,0.006742557045072317,0.002390132984146476
1161704245_segun-wwf-cuba-unico-pais-mundo-mantiene-desarrollo-sostenible,0,1,-0.015141040086746216,,0.0,0.0,0.0019568330608308315,0.05581829696893692,0.0012912290403619409
