article_id,bias_label,n_comments,duration_hours,early_karma_mean,late_karma_mean,karma_drift,early_comment_len,late_comment_len,karma_slope,first_10_hours
1156186931_telecomunicaciones.es-nuevo-clon-meneame,0,29,15.290277777777778,0.0,0.0,0.0,109.42857142857143,172.14285714285714,0.0,0.7666666666666667
1156195526_10-cosas-no-deberiamos-comprar-nuevas,1,12,21.785833333333333,0.0,0.0,0.0,203.66666666666666,447.6666666666667,0.0,11.382777777777777
1156245341_es-o-no-para-tenerles-miedo,1,39,155.92083333333332,0.0,0.0,0.0,118.55555555555556,336.55555555555554,0.0,2.2711111111111113
1156491143_lasexta-emitira-liga-castellano-catalan-euskera-gallego-traves-tdt,0,29,23.816944444444445,0.0,0.0,0.0,135.57142857142858,133.71428571428572,0.0,3.6466666666666665
1156701166_mujeres-entran-trance-durante-orgasmo,0,36,45.395,0.0,0.0,0.0,96.0,304.6666666666667,0.0,15.295833333333333
1156757949_microsoft-comienza-activar-pop-ups-windows-xp-actualizacion-kb905474,0,43,29.215833333333332,0.0,0.0,0.0,103.8,324.2,0.0,0.5375
1156841849_y-si-quisiera-comprar-windows,1,28,11.60361111111111,0.0,0.0,0.0,171.42857142857142,262.2857142857143,0.0,2.1216666666666666
1156844595_menor-demanda-compra-viviendas,0,17,23.250555555555554,0.0,0.0,0.0,199.25,113.5,0.0,11.063055555555556
1156971435_coleccion-de-logos-2.0,0,12,16.079444444444444,0.0,0.0,0.0,34.333333333333336,106.0,0.0,1.738888888888889
1157096695_hackear-wi-fi-para-principiantes-manual,0,12,17.61861111111111,0.0,0.0,0.0,23.0,378.6666666666667,0.0,15.1925
1157301045_error-18-de-canon-e18,0,13,23.975277777777777,0.0,0.0,0.0,284.3333333333333,296.6666666666667,0.0,13.48611111111111
1157324225_kde-vs-gnome,0,97,89.45361111111112,0.0,0.0,0.0,104.83333333333333,962.375,0.0,0.041944444444444444
