user,total_articles_commented,bias_exposure_rate,n_biased_articles,n_non_biased_articles,bias_category,outlet_diversity
sahueso,28,0.8571428571428571,24,4,very_high_bias,23
reportero77,16,0.5,8,8,mixed,6
--244307--,10,0.7,7,3,high_bias,6
ponsilio,20,0.45,9,11,mixed,19
DarkJuanMi,81,0.6049382716049383,49,32,high_bias,54
indo,12,0.8333333333333334,10,2,very_high_bias,8
Antigonaamd,23,0.9130434782608695,21,2,very_high_bias,12
lestat_1982,268,0.7052238805970149,189,79,high_bias,109
Papeo,72,0.6805555555555556,49,23,high_bias,40
scarecrow,199,0.7839195979899497,156,43,high_bias,106
AurkA,49,0.7959183673469388,39,10,high_bias,27
alex.binich,16,0.5,8,8,mixed,14
David_Campeador,21,0.6190476190476191,13,8,high_bias,20
epsimac,61,0.7213114754098361,44,17,high_bias,29
abilon,22,0.36363636363636365,8,14,low_bias,20
pingamona,132,0.75,99,33,high_bias,52
maese_sensei,20,0.5,10,10,mixed,17
Dasoman,233,0.5236051502145923,122,111,mixed,81
Kalax,13,0.8461538461538461,11,2,very_high_bias,5
koniek,12,0.6666666666666666,8,4,high_bias,8
Drayton,22,0.5909090909090909,13,9,mixed,19
Gorgonita,229,0.7379912663755459,169,60,high_bias,85
--234849--,20,0.7,14,6,high_bias,10
DemagogoMezquinez,21,0.47619047619047616,10,11,mixed,15
mund4y4,85,0.6941176470588235,59,26,high_bias,42
--77528--,41,0.6585365853658537,27,14,high_bias,29
--232841--,11,0.6363636363636364,7,4,high_bias,9
--228235--,15,0.7333333333333333,11,4,high_bias,9
xamelot,14,0.5714285714285714,8,6,mixed,8
--19782--,689,0.5936139332365747,409,280,mixed,140
--244614--,14,0.9285714285714286,13,1,very_high_bias,6
--231865--,44,0.7727272727272727,34,10,high_bias,22
dimoncelli,10,0.5,5,5,mixed,7
Miyata,26,0.7307692307692307,19,7,high_bias,20
LTKerr,53,0.6226415094339622,33,20,high_bias,42
--245370--,13,0.6153846153846154,8,5,high_bias,6
politicoscorruptos,14,0.7142857142857143,10,4,high_bias,12
LuisPas,312,0.7692307692307693,240,72,high_bias,150
blatorre91,11,0.6363636363636364,7,4,high_bias,6
MikeMontana,33,0.5151515151515151,17,16,mixed,18
Trimax,56,0.6785714285714286,38,18,high_bias,41
--245589--,19,0.6842105263157895,13,6,high_bias,13
Minimalista,14,0.5,7,7,mixed,6
Meritorio,225,0.6622222222222223,149,76,high_bias,67
PacoGZ,39,0.6153846153846154,24,15,high_bias,30
sofazen,92,0.6630434782608695,61,31,high_bias,57
Yoryo,292,0.702054794520548,205,87,high_bias,109
--222407--,39,0.7948717948717948,31,8,high_bias,23
--156919--,17,0.5882352941176471,10,7,mixed,15
--245487--,69,0.6376811594202898,44,25,high_bias,52
Asecas,83,0.5180722891566265,43,40,mixed,52
assesi,11,0.5454545454545454,6,5,mixed,7
--241891--,16,0.5625,9,7,mixed,14
heraclito,23,0.43478260869565216,10,13,mixed,6
--199008--,26,0.7692307692307693,20,6,high_bias,16
Myster,14,0.7857142857142857,11,3,high_bias,12
cabobronson,84,0.6547619047619048,55,29,high_bias,58
--236623--,10,0.6,6,4,mixed,8
cfs84,22,0.5454545454545454,12,10,mixed,11
kncer,70,0.6,42,28,mixed,50
--154074--,102,0.7058823529411765,72,30,high_bias,28
ann_pe,239,0.6108786610878661,146,93,high_bias,101
Rodin,18,0.2777777777777778,5,13,low_bias,7
enol79,149,0.6375838926174496,95,54,high_bias,61
Detonators,11,0.6363636363636364,7,4,high_bias,7
KernelPanic,42,0.7619047619047619,32,10,high_bias,29
calvo,45,0.6666666666666666,30,15,high_bias,33
vladrik,20,0.7,14,6,high_bias,8
albino_albano,12,0.3333333333333333,4,8,low_bias,5
milkarri,98,0.46938775510204084,46,52,mixed,68
--237074--,30,0.4666666666666667,14,16,mixed,18
--244632--,10,0.5,5,5,mixed,9
--247620--,81,0.7283950617283951,59,22,high_bias,49
--111128--,36,0.5277777777777778,19,17,mixed,27
Sturmovik,163,0.7055214723926381,115,48,high_bias,87
xamecansei,95,0.6105263157894737,58,37,high_bias,51
parabola,103,0.7281553398058253,75,28,high_bias,45
--246489--,18,0.4444444444444444,8,10,mixed,8
viuuuu,65,0.6,39,26,mixed,42
espo,14,0.8571428571428571,12,2,very_high_bias,8
--247630--,54,0.5740740740740741,31,23,mixed,40
skyleth,41,0.5365853658536586,22,19,mixed,33
Elenio,22,0.7727272727272727,17,5,high_bias,14
HAZJ,11,0.2727272727272727,3,8,low_bias,11
--248248--,19,0.47368421052631576,9,10,mixed,13
Isial,42,0.7142857142857143,30,12,high_bias,30
--241544--,52,0.8461538461538461,44,8,very_high_bias,25
Basi,11,0.18181818181818182,2,9,low_bias,7
kreepie,19,0.8421052631578947,16,3,very_high_bias,17
astronauta,23,0.391304347826087,9,14,low_bias,10
radicallibertario,25,0.68,17,8,high_bias,16
Oregassj,31,0.45161290322580644,14,17,mixed,27
JoseLee,10,0.5,5,5,mixed,10
--219334--,11,0.45454545454545453,5,6,mixed,11
keiko_san,75,0.6,45,30,mixed,42
--242138--,16,0.5625,9,7,mixed,15
Delphidius,26,0.5384615384615384,14,12,mixed,20
chiec,11,0.36363636363636365,4,7,low_bias,7
--247399--,22,0.45454545454545453,10,12,mixed,10
--249036--,101,0.7821782178217822,79,22,high_bias,30
wat_son,14,0.5714285714285714,8,6,mixed,9
shaderyt,29,0.41379310344827586,12,17,mixed,20
Kayser23,22,0.5454545454545454,12,10,mixed,16
--248918--,69,0.5362318840579711,37,32,mixed,42
Franz_Wiggin,10,0.5,5,5,mixed,6
toniruiz,13,0.6153846153846154,8,5,high_bias,8
brugalcola,16,0.625,10,6,high_bias,7
--154798--,12,0.3333333333333333,4,8,low_bias,6
fernandojim,49,0.7959183673469388,39,10,high_bias,29
Ingenioso_Hidalgo,63,0.6507936507936508,41,22,high_bias,45
Eneko48,12,0.75,9,3,high_bias,9
BlackSmith,17,1.0,17,0,very_high_bias,3
Plissken,52,0.6923076923076923,36,16,high_bias,34
manualmenara,27,0.5555555555555556,15,12,mixed,18
Xpasmo,148,0.6283783783783784,93,55,high_bias,61
--243354--,11,0.5454545454545454,6,5,mixed,11
charangada,27,0.5925925925925926,16,11,mixed,19
atrova,36,0.7777777777777778,28,8,high_bias,27
Vaneliano,24,0.5,12,12,mixed,8
Piperrak,18,0.7222222222222222,13,5,high_bias,14
--231265--,33,0.30303030303030304,10,23,low_bias,24
nomada_isleño,56,0.44642857142857145,25,31,mixed,27
Darvvin,35,0.6857142857142857,24,11,high_bias,26
siriob,10,0.6,6,4,mixed,9
Quique251,48,0.6041666666666666,29,19,high_bias,31
ketekojo,13,0.5384615384615384,7,6,mixed,11
amstrad,114,0.4649122807017544,53,61,mixed,44
Melens,12,0.5,6,6,mixed,8
--215127--,18,0.7777777777777778,14,4,high_bias,17
karlos_,15,0.26666666666666666,4,11,low_bias,13
--249437--,23,0.5652173913043478,13,10,mixed,18
chachechichochu,70,0.5714285714285714,40,30,mixed,49
Nas_Droid,17,0.7647058823529411,13,4,high_bias,14
Luchada,13,0.8461538461538461,11,2,very_high_bias,11
Tolker,256,0.59765625,153,103,mixed,99
kanjiru,17,0.4117647058823529,7,10,mixed,11
--240422--,11,0.6363636363636364,7,4,high_bias,10
reDtex,27,0.7777777777777778,21,6,high_bias,19
radio0,95,0.7578947368421053,72,23,high_bias,41
pararamama,16,0.6875,11,5,high_bias,9
yoeluru,17,0.9411764705882353,16,1,very_high_bias,12
--233598--,14,0.5714285714285714,8,6,mixed,14
--245058--,22,0.8181818181818182,18,4,very_high_bias,11
hartodeladronesygolfos,12,0.75,9,3,high_bias,11
HartzBaltz,39,0.46153846153846156,18,21,mixed,25
Er_Quejio,15,0.4666666666666667,7,8,mixed,13
--222048--,24,0.25,6,18,low_bias,10
CoolCase,134,0.6716417910447762,90,44,high_bias,51
--251335--,210,0.6952380952380952,146,64,high_bias,94
--228755--,24,1.0,24,0,very_high_bias,4
nautamon,110,0.6454545454545455,71,39,high_bias,59
alex3721,11,0.36363636363636365,4,7,low_bias,7
--248911--,18,0.6666666666666666,12,6,high_bias,15
auckland,15,0.7333333333333333,11,4,high_bias,15
hobbiton,53,0.7358490566037735,39,14,high_bias,33
BiRDo,826,0.6767554479418886,559,267,high_bias,162
salitre,25,0.68,17,8,high_bias,11
--234768--,36,0.5833333333333334,21,15,mixed,15
--251409--,20,0.6,12,8,mixed,18
born,17,0.47058823529411764,8,9,mixed,16
ElCascarrabias,90,0.6,54,36,mixed,65
Mr_tstcl,25,0.72,18,7,high_bias,17
shaola,19,0.5263157894736842,10,9,mixed,13
soporte1978,11,0.45454545454545453,5,6,mixed,10
Toronado,91,0.7802197802197802,71,20,high_bias,39
godistv,17,0.6470588235294118,11,6,high_bias,16
JefeBromden,114,0.7280701754385965,83,31,high_bias,64
Benato,22,0.7272727272727273,16,6,high_bias,11
Zeremiel,38,0.4473684210526316,17,21,mixed,18
plozingg,17,0.8823529411764706,15,2,very_high_bias,8
markspitz,19,0.8421052631578947,16,3,very_high_bias,11
--244621--,72,0.6805555555555556,49,23,high_bias,41
--223493--,12,0.25,3,9,low_bias,3
sangonereta,15,0.6666666666666666,10,5,high_bias,11
gogate,109,0.5412844036697247,59,50,mixed,49
otrosidigo,68,0.6764705882352942,46,22,high_bias,38
ARIJAIN,48,0.5416666666666666,26,22,mixed,30
ppp0,30,0.6666666666666666,20,10,high_bias,19
--247624--,33,0.6666666666666666,22,11,high_bias,26
amimeconvirtioengrillo,100,0.71,71,29,high_bias,60
Ihzan,36,0.5555555555555556,20,16,mixed,23
elamperio,16,0.8125,13,3,very_high_bias,13
KrisCb21,90,0.6111111111111112,55,35,high_bias,40
JohnnyPergamino,15,0.4,6,9,low_bias,10
--251284--,11,0.36363636363636365,4,7,low_bias,10
RockRio,17,0.47058823529411764,8,9,mixed,16
--250545--,22,0.5909090909090909,13,9,mixed,21
qwertyTarantino,60,0.5833333333333334,35,25,mixed,35
llondru,21,0.23809523809523808,5,16,low_bias,13
voidcarlos,228,0.6578947368421053,150,78,high_bias,103
otrousuario,12,1.0,12,0,very_high_bias,1
--217655--,34,0.5882352941176471,20,14,mixed,21
Arlekino,37,0.7027027027027027,26,11,high_bias,20
--253256--,23,0.5652173913043478,13,10,mixed,11
bensidhe,372,0.6370967741935484,237,135,high_bias,59
galan_19,27,0.6296296296296297,17,10,high_bias,22
bolony,21,0.5238095238095238,11,10,mixed,13
springdew,27,0.48148148148148145,13,14,mixed,15
elkaladin,86,0.7209302325581395,62,24,high_bias,40
manuelpepito,325,0.6953846153846154,226,99,high_bias,122
--250459--,35,0.7714285714285715,27,8,high_bias,21
evol,14,0.8571428571428571,12,2,very_high_bias,7
chuchochungo,16,0.875,14,2,very_high_bias,15
--253902--,19,0.9473684210526315,18,1,very_high_bias,12
TOSHACK,56,0.7142857142857143,40,16,high_bias,38
berser,34,0.47058823529411764,16,18,mixed,21
txepel,46,0.7391304347826086,34,12,high_bias,20
--240435--,35,0.2571428571428571,9,26,low_bias,14
Manolito_,85,0.5176470588235295,44,41,mixed,29
--253963--,13,0.6153846153846154,8,5,high_bias,9
flexoazul,16,0.5,8,8,mixed,15
DenisDiderot,51,0.7254901960784313,37,14,high_bias,36
SurfingBird,42,0.9285714285714286,39,3,very_high_bias,14
--254872--,52,0.75,39,13,high_bias,26
VG6,146,0.7465753424657534,109,37,high_bias,71
--49472--,15,0.6666666666666666,10,5,high_bias,13
--253910--,24,0.625,15,9,high_bias,21
--252841--,48,0.7083333333333334,34,14,high_bias,30
GeoX,54,0.5925925925925926,32,22,mixed,33
--244713--,26,0.5769230769230769,15,11,mixed,16
Summertime,396,0.6287878787878788,249,147,high_bias,129
Brugal-con-cola,80,0.625,50,30,high_bias,57
alekis,22,0.6363636363636364,14,8,high_bias,17
mainichi,16,0.75,12,4,high_bias,14
D1OX,26,0.8461538461538461,22,4,very_high_bias,13
kierkegaard,10,0.9,9,1,very_high_bias,3
hartodantifuncis,28,0.17857142857142858,5,23,low_bias,10
koe,57,0.38596491228070173,22,35,low_bias,26
OrtiKSounD,10,1.0,10,0,very_high_bias,2
--255753--,198,0.6767676767676768,134,64,high_bias,92
maldia,44,0.6363636363636364,28,16,high_bias,37
Muth,104,0.7019230769230769,73,31,high_bias,46
--249244--,28,0.10714285714285714,3,25,low_bias,8
osmarco,181,0.4972375690607735,90,91,mixed,86
Tom2,54,0.7222222222222222,39,15,high_bias,41
--256326--,11,0.6363636363636364,7,4,high_bias,9
monio,24,0.7083333333333334,17,7,high_bias,14
foreskin,125,0.688,86,39,high_bias,58
diosmioporque,14,0.7142857142857143,10,4,high_bias,13
--255313--,78,0.7435897435897436,58,20,high_bias,39
Mbraddock,14,0.7857142857142857,11,3,high_bias,12
DoctorV,10,0.2,2,8,low_bias,3
alfgpl,57,0.6666666666666666,38,19,high_bias,31
Gior,93,0.7634408602150538,71,22,high_bias,41
--256962--,135,0.5777777777777777,78,57,mixed,72
--243431--,24,0.6666666666666666,16,8,high_bias,19
Pablo_Tolo,10,0.3,3,7,low_bias,10
--256108--,46,0.8043478260869565,37,9,very_high_bias,14
miscod,11,0.7272727272727273,8,3,high_bias,10
malespuces,230,0.5695652173913044,131,99,mixed,106
--201825--,139,0.762589928057554,106,33,high_bias,33
Gudea,13,0.15384615384615385,2,11,low_bias,12
polluelo,17,0.5882352941176471,10,7,mixed,13
--256080--,27,0.5925925925925926,16,11,mixed,22
meta,124,0.6370967741935484,79,45,high_bias,45
AxI,18,0.16666666666666666,3,15,low_bias,9
angelgalvani,24,0.375,9,15,low_bias,18
elgatolopez,84,0.75,63,21,high_bias,51
--254199--,14,0.9285714285714286,13,1,very_high_bias,12
majaradoctor,45,0.6444444444444445,29,16,high_bias,9
Vermel,220,0.6818181818181818,150,70,high_bias,139
--254121--,16,0.75,12,4,high_bias,11
Acumen,18,0.7777777777777778,14,4,high_bias,9
Flaxiero,62,0.4838709677419355,30,32,mixed,24
claramunda,26,0.7307692307692307,19,7,high_bias,23
Aleurerref,124,0.7096774193548387,88,36,high_bias,56
--254284--,13,0.8461538461538461,11,2,very_high_bias,10
carn,34,0.8529411764705882,29,5,very_high_bias,21
nom,105,0.6571428571428571,69,36,high_bias,44
--254627--,227,0.5903083700440529,134,93,mixed,147
traianus,10,0.5,5,5,mixed,9
Megharah,80,0.6375,51,29,high_bias,33
odolgose,74,0.6081081081081081,45,29,high_bias,37
pys,178,0.6235955056179775,111,67,high_bias,76
--62231--,31,0.6451612903225806,20,11,high_bias,16
yimaco,11,0.36363636363636365,4,7,low_bias,11
pennywise_191,15,0.6666666666666666,10,5,high_bias,15
pitercio,422,0.6753554502369669,285,137,high_bias,188
Ocelot,10,0.4,4,6,low_bias,7
pronter,30,0.5333333333333333,16,14,mixed,15
elgranpilaf,78,0.7051282051282052,55,23,high_bias,49
melencho,10,0.7,7,3,high_bias,10
kyubixxx,32,0.5625,18,14,mixed,27
aversion2.1,15,0.8666666666666667,13,2,very_high_bias,11
themarquesito,574,0.6986062717770035,401,173,high_bias,173
javvo,27,0.5555555555555556,15,12,mixed,18
Pandémica,15,0.6666666666666666,10,5,high_bias,13
uno_d_tantos,115,0.6173913043478261,71,44,high_bias,62
dokkillo,11,0.7272727272727273,8,3,high_bias,11
Ayekan,19,0.3157894736842105,6,13,low_bias,16
--234526--,23,0.7391304347826086,17,6,high_bias,20
--253870--,17,0.4117647058823529,7,10,mixed,15
Aros,15,0.8,12,3,high_bias,12
maromo,11,0.7272727272727273,8,3,high_bias,6
JBoY,23,0.6956521739130435,16,7,high_bias,18
--256756--,69,0.5507246376811594,38,31,mixed,46
carrota,34,0.5,17,17,mixed,26
Kaleen,17,0.47058823529411764,8,9,mixed,16
--257478--,10,1.0,10,0,very_high_bias,4
Caco34,25,0.44,11,14,mixed,18
Brogan,267,0.7340823970037453,196,71,high_bias,89
jmasinmas,84,0.6547619047619048,55,29,high_bias,52
Marcelino_Pérez_Luna,85,0.5764705882352941,49,36,mixed,40
estofacil,103,0.6504854368932039,67,36,high_bias,49
--259982--,10,0.9,9,1,very_high_bias,5
--259955--,12,0.9166666666666666,11,1,very_high_bias,7
Kalinew,10,0.6,6,4,mixed,7
barrios,16,0.75,12,4,high_bias,14
--258554--,365,0.6904109589041096,252,113,high_bias,93
shindenfudo,12,0.6666666666666666,8,4,high_bias,9
durruti1976,10,0.6,6,4,mixed,10
--119187--,12,0.9166666666666666,11,1,very_high_bias,12
Hammerwar,73,0.6712328767123288,49,24,high_bias,30
CaesarAugustusHadrianus,10,0.9,9,1,very_high_bias,5
periwinkle,46,0.5869565217391305,27,19,mixed,35
sergifire,13,0.5384615384615384,7,6,mixed,9
jcferraz,24,0.5833333333333334,14,10,mixed,17
sebiyorum,83,0.7228915662650602,60,23,high_bias,48
DrLove,30,0.6333333333333333,19,11,high_bias,20
Chera,16,0.875,14,2,very_high_bias,12
XabiGonz,21,0.7142857142857143,15,6,high_bias,18
Hiperboreo,11,0.8181818181818182,9,2,very_high_bias,11
hugocos,10,0.3,3,7,low_bias,10
wedo,82,0.7073170731707317,58,24,high_bias,42
inquietto,11,0.6363636363636364,7,4,high_bias,9
egel71,18,0.7777777777777778,14,4,high_bias,5
misterPCR,70,0.4142857142857143,29,41,mixed,41
arvanitakis,15,0.8,12,3,high_bias,10
lurco,18,0.4444444444444444,8,10,mixed,12
--254770--,13,0.3076923076923077,4,9,low_bias,10
harapo,135,0.6370370370370371,86,49,high_bias,67
Forestalx,202,0.6089108910891089,123,79,high_bias,94
nicotesla,10,0.6,6,4,mixed,6
mormar,11,0.9090909090909091,10,1,very_high_bias,10
pillord,19,0.47368421052631576,9,10,mixed,10
Paquitomo,11,0.09090909090909091,1,10,low_bias,6
estupas,33,0.9696969696969697,32,1,very_high_bias,9
Atrydas,62,0.532258064516129,33,29,mixed,39
epound,152,0.7105263157894737,108,44,high_bias,54
arcadia78,22,0.7727272727272727,17,5,high_bias,20
Nuse,19,0.6842105263157895,13,6,high_bias,14
juanhcgty,12,0.75,9,3,high_bias,8
Noeschachi,478,0.6129707112970711,293,185,high_bias,151
celeron,12,0.5833333333333334,7,5,mixed,10
robaperas,62,0.532258064516129,33,29,mixed,45
YHBT,49,0.5714285714285714,28,21,mixed,21
--215133--,65,0.6307692307692307,41,24,high_bias,26
Aneris,14,0.7857142857142857,11,3,high_bias,9
Hadry,45,0.4,18,27,low_bias,29
artx,47,0.6808510638297872,32,15,high_bias,32
esmotiudecese,13,0.6153846153846154,8,5,high_bias,8
ninete,12,0.4166666666666667,5,7,mixed,11
--235128--,12,0.75,9,3,high_bias,9
democracia_YA,31,0.6451612903225806,20,11,high_bias,18
mackjavi,18,0.6111111111111112,11,7,high_bias,17
otrofox14NOSOYNAZI,20,0.55,11,9,mixed,12
Constancio,113,0.672566371681416,76,37,high_bias,40
Capitan_Centollo,287,0.5958188153310104,171,116,mixed,114
--251513--,109,0.6605504587155964,72,37,high_bias,62
--260474--,13,0.6153846153846154,8,5,high_bias,12
CrashOverride,15,0.26666666666666666,4,11,low_bias,10
Delphinus,10,0.5,5,5,mixed,9
Melapela,98,0.673469387755102,66,32,high_bias,56
amagi,23,0.7391304347826086,17,6,high_bias,17
ReDSkuLL,15,0.7333333333333333,11,4,high_bias,15
dondeestanlosladrones,33,0.6666666666666666,22,11,high_bias,24
patxi70,174,0.7011494252873564,122,52,high_bias,50
--261060--,10,1.0,10,0,very_high_bias,2
viejoDesconocido,10,0.4,4,6,low_bias,8
javier_chacon_1,23,0.5652173913043478,13,10,mixed,6
Berit,51,0.803921568627451,41,10,very_high_bias,19
AbuAbuAbu,10,0.9,9,1,very_high_bias,7
remick,39,1.0,39,0,very_high_bias,4
sicsaen,10,0.5,5,5,mixed,9
--263083--,14,0.9285714285714286,13,1,very_high_bias,5
musplus,107,0.5794392523364486,62,45,mixed,62
--261592--,42,0.8571428571428571,36,6,very_high_bias,17
El_Tio_Istvan,153,0.6143790849673203,94,59,high_bias,66
--264358--,32,0.75,24,8,high_bias,19
PeT,17,0.47058823529411764,8,9,mixed,9
georgemz,11,0.5454545454545454,6,5,mixed,6
Jakehoyt,32,0.71875,23,9,high_bias,28
Sulfolobus_Solfataricus,486,0.6502057613168725,316,170,high_bias,117
hacedor,59,0.6610169491525424,39,20,high_bias,31
Alba_Alvarez,24,0.5833333333333334,14,10,mixed,10
Magog,95,0.6947368421052632,66,29,high_bias,60
vet,431,0.6983758700696056,301,130,high_bias,169
hak,12,0.9166666666666666,11,1,very_high_bias,9
juanma1980,162,0.5987654320987654,97,65,mixed,69
carey,12,0.4166666666666667,5,7,mixed,11
MeneanteGeorge,252,0.49206349206349204,124,128,mixed,93
ELK80,22,0.8636363636363636,19,3,very_high_bias,8
berkut,207,0.6473429951690821,134,73,high_bias,97
--264354--,23,0.782608695652174,18,5,high_bias,16
crispyn1990,10,0.6,6,4,mixed,10
--257164--,13,0.6153846153846154,8,5,high_bias,12
--256178--,119,0.8403361344537815,100,19,very_high_bias,28
--261238--,82,0.7195121951219512,59,23,high_bias,43
Trevago,21,0.23809523809523808,5,16,low_bias,11
--51636--,21,0.47619047619047616,10,11,mixed,5
Viscerol,29,0.6896551724137931,20,9,high_bias,22
--241231--,13,0.46153846153846156,6,7,mixed,11
gauntlet_,168,0.6190476190476191,104,64,high_bias,71
Sottovoce_,10,0.0,0,10,low_bias,2
nelan,29,0.5172413793103449,15,14,mixed,17
--265803--,21,0.6666666666666666,14,7,high_bias,12
--265814--,11,0.45454545454545453,5,6,mixed,10
--227071--,47,0.8085106382978723,38,9,very_high_bias,10
Entresijos,12,0.4166666666666667,5,7,mixed,9
Rhymenoceros,44,0.5454545454545454,24,20,mixed,29
peleo,24,0.625,15,9,high_bias,16
chiro79,14,0.8571428571428571,12,2,very_high_bias,7
--265314--,14,0.5,7,7,mixed,14
ImLucky,31,0.6451612903225806,20,11,high_bias,17
babel_esp,24,0.5416666666666666,13,11,mixed,19
Dav3n,25,0.68,17,8,high_bias,11
--255258--,36,0.6388888888888888,23,13,high_bias,24
pedrortega,11,0.2727272727272727,3,8,low_bias,10
--266044--,19,0.3684210526315789,7,12,low_bias,13
frutosm,125,0.608,76,49,high_bias,65
--158183--,12,0.75,9,3,high_bias,9
--264484--,67,0.5970149253731343,40,27,mixed,47
Delapresa,78,0.7307692307692307,57,21,high_bias,42
--264772--,13,0.5384615384615384,7,6,mixed,9
visormundial,33,0.6666666666666666,22,11,high_bias,27
--265506--,34,0.7647058823529411,26,8,high_bias,24
--266005--,81,0.6666666666666666,54,27,high_bias,48
OrionBetelgeuse,10,0.7,7,3,high_bias,8
Anonymous_Sevillano,186,0.6236559139784946,116,70,high_bias,98
jodeputaespanol,14,0.7142857142857143,10,4,high_bias,14
--221617--,99,0.6464646464646465,64,35,high_bias,65
--259400--,108,0.6018518518518519,65,43,high_bias,73
narvatu,31,0.3870967741935484,12,19,low_bias,15
raore,14,0.7142857142857143,10,4,high_bias,9
funkadelic,13,0.8461538461538461,11,2,very_high_bias,12
CaptainObvious,13,0.5384615384615384,7,6,mixed,13
--258655--,28,0.75,21,7,high_bias,15
--250378--,11,1.0,11,0,very_high_bias,8
--234567--,126,0.5634920634920635,71,55,mixed,59
mac1929,39,0.6410256410256411,25,14,high_bias,24
maria1988,701,0.6262482168330956,439,262,high_bias,163
--263257--,20,0.75,15,5,high_bias,11
--263981--,36,0.5,18,18,mixed,19
--256118--,13,0.7692307692307693,10,3,high_bias,12
--263848--,19,0.6842105263157895,13,6,high_bias,15
Aergon,178,0.6910112359550562,123,55,high_bias,60
zeehio,12,0.4166666666666667,5,7,mixed,11
dumbo,17,0.35294117647058826,6,11,low_bias,5
Grini,35,0.8,28,7,high_bias,32
Mafia,20,0.65,13,7,high_bias,13
Cehona,571,0.6164623467600701,352,219,high_bias,216
Helen_05,52,0.75,39,13,high_bias,35
Gladrax,35,0.6857142857142857,24,11,high_bias,28
Borbarad,22,0.5454545454545454,12,10,mixed,21
tecnecio,73,0.6164383561643836,45,28,high_bias,58
Pingocho,74,0.5405405405405406,40,34,mixed,35
--264306--,33,0.48484848484848486,16,17,mixed,16
enif23,19,0.47368421052631576,9,10,mixed,6
carabuxa,10,0.2,2,8,low_bias,4
chepas08,13,0.15384615384615385,2,11,low_bias,8
--219040--,44,0.5454545454545454,24,20,mixed,36
Señor_Gremlin,30,0.7333333333333333,22,8,high_bias,19
manuel.negocio,11,0.8181818181818182,9,2,very_high_bias,4
Fosc,33,0.48484848484848486,16,17,mixed,25
--223749--,11,0.8181818181818182,9,2,very_high_bias,8
--267980--,28,0.7857142857142857,22,6,high_bias,22
satchafunkilus,216,0.5185185185185185,112,104,mixed,70
--259638--,126,0.49206349206349204,62,64,mixed,54
zastalina,24,0.375,9,15,low_bias,15
swapdisk,189,0.6455026455026455,122,67,high_bias,87
AbiRN,53,0.6415094339622641,34,19,high_bias,23
canalla_ve,14,0.8571428571428571,12,2,very_high_bias,13
YowY,15,0.8,12,3,high_bias,11
--267241--,17,0.7647058823529411,13,4,high_bias,10
--264566--,243,0.6831275720164609,166,77,high_bias,85
ysuyan,19,0.7894736842105263,15,4,high_bias,7
--268122--,10,0.9,9,1,very_high_bias,4
Dinissia,76,0.7236842105263158,55,21,high_bias,42
zasentodalaboca,11,0.6363636363636364,7,4,high_bias,8
--215959--,69,0.6666666666666666,46,23,high_bias,49
--268745--,31,0.7419354838709677,23,8,high_bias,22
RoberAC,37,0.5135135135135135,19,18,mixed,26
pinxu1,34,0.5882352941176471,20,14,mixed,14
Amonamantangorri,252,0.7857142857142857,198,54,high_bias,110
Krazyel,13,0.46153846153846156,6,7,mixed,12
aracnos,450,0.7044444444444444,317,133,high_bias,181
SMalvado_Dylan,19,0.7894736842105263,15,4,high_bias,15
lupanar,14,0.5714285714285714,8,6,mixed,5
--266378--,50,0.68,34,16,high_bias,34
Jaski,54,0.5740740740740741,31,23,mixed,41
--126779--,509,0.75049115913556,382,127,high_bias,161
Eesti80,71,0.647887323943662,46,25,high_bias,41
javicho,75,0.72,54,21,high_bias,41
nope,29,0.5172413793103449,15,14,mixed,14
MORT100,72,0.5277777777777778,38,34,mixed,37
MaryHeavy,19,0.5789473684210527,11,8,mixed,7
Ainur,230,0.5434782608695652,125,105,mixed,102
AnonimoPerez,17,0.29411764705882354,5,12,low_bias,11
--262652--,25,0.52,13,12,mixed,19
--257642--,47,0.425531914893617,20,27,mixed,33
ictop,43,0.7441860465116279,32,11,high_bias,11
--239514--,46,0.782608695652174,36,10,high_bias,22
kedu20,25,0.64,16,9,high_bias,14
juancsmix,28,0.6428571428571429,18,10,high_bias,22
denominador_comun,57,0.6491228070175439,37,20,high_bias,42
asturias74,23,0.6956521739130435,16,7,high_bias,20
estreñido,10,0.9,9,1,very_high_bias,3
gumerjam,13,0.8461538461538461,11,2,very_high_bias,11
El_fantasma,13,0.3076923076923077,4,9,low_bias,9
daniol,27,0.6666666666666666,18,9,high_bias,22
eduasan,18,0.7222222222222222,13,5,high_bias,16
--263744--,14,0.42857142857142855,6,8,mixed,5
Kutulu,41,0.7073170731707317,29,12,high_bias,23
ifunes,12,0.4166666666666667,5,7,mixed,9
kienvaser,12,0.8333333333333334,10,2,very_high_bias,10
Aiden_85,33,0.5757575757575758,19,14,mixed,20
eaglesight1,66,0.7424242424242424,49,17,high_bias,33
Marco_Pagot,263,0.7300380228136882,192,71,high_bias,122
friscos,11,0.7272727272727273,8,3,high_bias,9
seinem,81,0.8271604938271605,67,14,very_high_bias,33
Hogaza,18,0.8333333333333334,15,3,very_high_bias,14
vvcepheus7,10,0.4,4,6,low_bias,9
--270979--,16,0.5625,9,7,mixed,13
--60436--,37,0.7297297297297297,27,10,high_bias,22
capa5,78,0.7051282051282052,55,23,high_bias,46
